id,title,duration,difficultyLevel,createdAt,updatedAt
2952,Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,150,EASY,2024-10-04 09:09:00.000,2032-10-27 09:09:00.000
2953,Bootstrap Essential Training - Create Your Very Own Website,540,EASY,2024-10-04 09:09:00.000,2032-10-28 09:09:00.000
2954,Angular 2 Jump Start With Typescript,240,EASY,2024-10-04 09:09:00.000,2032-10-29 09:09:00.000
2955,Learn Plugin Development in WordPress By Building  Projects,660,EASY,2024-10-04 09:09:00.000,2032-10-30 09:09:00.000
2956,"Build Your Startup with No Coding (Design, Develop & Ship)",480,EASY,2024-10-04 09:10:00.000,2032-10-31 09:09:00.000
2957,The Web Developers Guide: Learn HTML & CSS Fundamentals,420,EASY,2024-10-04 09:09:00.000,2032-11-01 09:09:00.000
2958,Learn PHP Programming for Absolute Beginners - Lite,41,EASY,2024-10-04 09:09:00.000,2032-11-02 09:09:00.000
2959,Learn Drupal 8 - With a Live Project,210,EASY,2024-10-04 09:09:00.000,2032-11-03 09:09:00.000
2960,Supreme NodeJS Course - For Beginners,210,EASY,2024-10-04 09:09:00.000,2032-11-04 09:09:00.000
2961,CSS3 for beginners,90,EASY,2024-10-04 09:09:00.000,2032-11-05 09:09:00.000
2962,Javascript for beginners,90,EASY,2024-10-04 09:10:00.000,2032-11-06 09:09:00.000
2963,Become a Bootstrap Expert: Build 20 Layouts!,1050,EASY,2024-10-04 09:09:00.000,2032-11-07 09:09:00.000
2964,PHP : Learn to upload files to Amazon S3 and use CloudFront,180,EASY,2024-10-04 09:09:00.000,2032-11-08 09:09:00.000
2965,PHP MySQL: Learn PHP MySQL with Project,120,EASY,2024-10-04 09:09:00.000,2032-11-09 09:09:00.000
2966,How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,32,EASY,2024-10-04 09:09:00.000,2032-11-10 09:09:00.000
2967,Projects in Django and Python,390,EASY,2024-10-04 09:09:00.000,2032-11-11 09:09:00.000
2968,"Create, Update and Manage Your Own Website Using Drupal 7",420,EASY,2024-10-04 09:10:00.000,2032-11-12 09:09:00.000
2969,Learn HTML - The programming language to build a webpage!,60,EASY,2024-10-04 09:09:00.000,2032-11-13 09:09:00.000
2970,Learn To Program JavaScript (in ten easy steps),330,EASY,2024-10-04 09:09:00.000,2032-11-14 09:09:00.000
2971,Bootstrap :basics for beginners,60,EASY,2024-10-04 09:09:00.000,2032-11-15 09:09:00.000
2972,Introduction to CSS Development,120,EASY,2024-10-04 09:09:00.000,2032-11-16 09:09:00.000
2973,PHP :basics for beginners,90,EASY,2024-10-04 09:09:00.000,2032-11-17 09:09:00.000
2974,Beginning Oracle WebLogic for Administrators,42,EASY,2024-10-04 09:10:00.000,2032-11-18 09:09:00.000
2975,Build an HTML5 and CSS3 Website in 35 Minutes,42,EASY,2024-10-04 09:09:00.000,2032-11-19 09:09:00.000
2976,Angular 2 Routing: Up And Running,37,MEDIUM,2024-10-04 09:09:00.000,2032-11-20 09:09:00.000
2977,Advanced Prezi: Make Amazing Presentations ,60,EASY,2024-10-04 09:09:00.000,2032-11-21 09:09:00.000
2978,1 hour jQuery,60,EASY,2024-10-04 09:09:00.000,2032-11-22 09:09:00.000
2979,The WpFASTER WordPress Speed Optimization Master Course,420,EASY,2024-10-04 09:09:00.000,2032-11-23 09:09:00.000
2980,How to Build Your Own Website with WordPress: A Step-by-Step Guide ,360,EASY,2024-10-04 09:10:00.000,2032-11-24 09:09:00.000
2981,Build Apps with ReactJS: The Complete Course,330,EASY,2024-10-04 09:09:00.000,2032-11-25 09:09:00.000
2982,Learn SASS: from beginner to expert,60,EASY,2024-10-04 09:09:00.000,2032-11-26 09:09:00.000
2983,The complete HTML5 course,90,EASY,2024-10-04 09:09:00.000,2032-11-27 09:09:00.000
2984,Create a Responsive Website with Bootstrap 3,180,MEDIUM,2024-10-04 09:09:00.000,2032-11-28 09:09:00.000
2985,Lerning PHP by building website,480,EASY,2024-10-04 09:09:00.000,2032-11-29 09:09:00.000
2986,Learn PHP Object Oriented Features with Simple Examples,60,EASY,2024-10-04 09:10:00.000,2032-11-30 09:09:00.000
2987,Crash Course - Learn to Create a PHP MVC Framework,60,EASY,2024-10-04 09:09:00.000,2032-12-01 09:09:00.000
2988,JSON :basics for beginners,33,EASY,2024-10-04 09:09:00.000,2032-12-02 09:09:00.000
2989,CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,2670,EASY,2024-10-04 09:09:00.000,2032-12-03 09:09:00.000
2990,Complete Guide to Front-End Web Development and Design,990,EASY,2024-10-04 09:09:00.000,2032-12-04 09:09:00.000
2991,"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",300,EASY,2024-10-04 09:09:00.000,2032-12-05 09:09:00.000
2993,MongooseJS Essentials - Learn MongoDB for Node.js,44,EASY,2024-10-04 09:09:00.000,2032-12-07 09:09:00.000
2994,Regular Expressions for Beginners - Universal,180,EASY,2024-10-04 09:09:00.000,2032-12-08 09:09:00.000
2995,Learn Redis from Scratch,180,MEDIUM,2024-10-04 09:09:00.000,2032-12-09 09:09:00.000
2996,WordPress Plugin Development -> Deep dive discovery!,120,EASY,2024-10-04 09:09:00.000,2032-12-10 09:09:00.000
2997,Learn Ajax and jquery with PHP,90,EASY,2024-10-04 09:09:00.000,2032-12-11 09:09:00.000
2998,Create a business website with WordPress,240,EASY,2024-10-04 09:10:00.000,2032-12-12 09:09:00.000
2999,DesktopServer : Install WordPress Locally  - Work Anywhere!,120,EASY,2024-10-04 09:09:00.000,2032-12-13 09:09:00.000
3000,Understand PHP Arrays and HTTP Request in a Better Way,35,EASY,2024-10-04 09:09:00.000,2032-12-14 09:09:00.000
3001,Mastering CSS,300,HARD,2024-10-04 09:09:00.000,2032-12-15 09:09:00.000
3002,The Complete Wordpress Theme Development Guide,120,EASY,2024-10-04 09:09:00.000,2032-12-16 09:09:00.000
3003,The Complete HMTL5 Course - Go From Beginner To Advanced!,120,EASY,2024-10-04 09:09:00.000,2032-12-17 09:09:00.000
3004,Learn Jquery from Scratch 2-Hour Training ,90,EASY,2024-10-04 09:10:00.000,2032-12-18 09:09:00.000
3005,How to Create a Wordpress Website from Scratch - No Coding,180,EASY,2024-10-04 09:09:00.000,2032-12-19 09:09:00.000
3006,Learn PHP CodeIgniter Framework with AJAX and Bootstrap,150,EASY,2024-10-04 09:09:00.000,2032-12-20 09:09:00.000
3007,The Complete Guide to JavaScript Development,840,EASY,2024-10-04 09:09:00.000,2032-12-21 09:09:00.000
3008,Basic HTML CSS and Web Design,540,EASY,2024-10-04 09:09:00.000,2032-12-22 09:09:00.000
3009,Build Professional WordPress Website,210,EASY,2024-10-04 09:09:00.000,2032-12-23 09:09:00.000
3010,Ultimate CSS3 Course - From Beginners To Professional,120,EASY,2024-10-04 09:10:00.000,2032-12-24 09:09:00.000
3011,Code & Grow Rich:  Earn More As An Entrepreneur Or Developer,3420,EASY,2024-10-04 09:09:00.000,2032-12-25 09:09:00.000
3012,Learn by Example : ReactJS,450,EASY,2024-10-04 09:09:00.000,2032-12-26 09:09:00.000
3013,React.js Quickly: Developing Scalable Web User Interfaces,240,MEDIUM,2024-10-04 09:09:00.000,2032-12-27 09:09:00.000
3014,JavaScript - Tricks and Workarounds,300,EASY,2024-10-04 09:09:00.000,2032-12-28 09:09:00.000
3015,Kids Coding - Beginner HTML,60,EASY,2024-10-04 09:09:00.000,2032-12-29 09:09:00.000
3016,Learn PHP from scratch!!,90,EASY,2024-10-04 09:10:00.000,2032-12-30 09:09:00.000
3017,PHP with PDO - ULTIMATE Crash Course,90,EASY,2024-10-04 09:09:00.000,2032-12-31 09:09:00.000
3018,JavaScript for beginners with live examples,240,EASY,2024-10-04 09:09:00.000,2033-01-01 09:09:00.000
3019,Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,150,EASY,2024-10-04 09:09:00.000,2033-01-02 09:09:00.000
3020,Laravel(5.2) PHP Framework  Jump Start for beginners,180,EASY,2024-10-04 09:09:00.000,2033-01-03 09:09:00.000
3021,Professional WordPress Theme Development For 2017,480,EASY,2024-10-04 09:09:00.000,2033-01-04 09:09:00.000
3022,Learn Laravel PHP Framework Building Multi User SEO Blog APP,570,EASY,2024-10-04 09:10:00.000,2033-01-05 09:09:00.000
3023,Javascript Specialist,480,EASY,2024-10-04 09:09:00.000,2033-01-06 09:09:00.000
3024,Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,180,EASY,2024-10-04 09:09:00.000,2033-01-07 09:09:00.000
3025,JavaScript Intro to learning JavaScript web programming,90,EASY,2024-10-04 09:09:00.000,2033-01-08 09:09:00.000
3026,Crash Course: Fundamentals Of HTML & CSS From Scratch.,120,EASY,2024-10-04 09:09:00.000,2033-01-09 09:09:00.000
3027,"Laravel, the complete guide with real world projects",840,EASY,2024-10-04 09:09:00.000,2033-01-10 09:09:00.000
3028,VueJS V1 Introduction to VueJS JavaScript Framework,120,EASY,2024-10-04 09:10:00.000,2033-01-11 09:09:00.000
3029,HTML CSS: Essential steps to learn HTML CSS,150,EASY,2024-10-04 09:09:00.000,2033-01-12 09:09:00.000
3030,Learn HTML 5 in 1 hour,60,EASY,2024-10-04 09:09:00.000,2033-01-13 09:09:00.000
3031,Learn Html5 & CSS3 from scratch,150,EASY,2024-10-04 09:09:00.000,2033-01-14 09:09:00.000
3032,Responsive Web Design: Made Easy,390,EASY,2024-10-04 09:09:00.000,2033-01-15 09:09:00.000
3033,Parse Server: From Front End to Full Stack,360,MEDIUM,2024-10-04 09:09:00.000,2033-01-16 09:09:00.000
3034,Codeigniter: How to use Codeigniter that drives knowledge,180,EASY,2024-10-04 09:10:00.000,2033-01-17 09:09:00.000
3035,jQuery for Beginners - Create Website Animations Easily,180,EASY,2024-10-04 09:09:00.000,2033-01-18 09:09:00.000
3036,How to Build Chat Bots: From Beginner to Intermediate,120,EASY,2024-10-04 09:09:00.000,2033-01-19 09:09:00.000
3037,Web Development with BootStrap - 16 Instant Themes Included!,210,EASY,2024-10-04 09:09:00.000,2033-01-20 09:09:00.000
3038,Install a Wordpress Theme the Correct Way & Charge Others,60,EASY,2024-10-04 09:09:00.000,2033-01-21 09:09:00.000
3039,Coding for Entrepreneurs Basic,210,EASY,2024-10-04 09:09:00.000,2033-01-22 09:09:00.000
3040,The CSS and CSS3 Crash Course,780,EASY,2024-10-04 09:10:00.000,2033-01-23 09:09:00.000
3041,Build a Business or Personal Website Using Wordpress,270,EASY,2024-10-04 09:09:00.000,2033-01-24 09:09:00.000
3042,Learn By Example: PHP For Dynamic Websites,780,EASY,2024-10-04 09:09:00.000,2033-01-25 09:09:00.000
3043,Learn ReactJS: Code Like A Facebook Developer,300,MEDIUM,2024-10-04 09:09:00.000,2033-01-26 09:09:00.000
3044,Learn to Build Web Apps using D3JS,210,EASY,2024-10-04 09:09:00.000,2033-01-27 09:09:00.000
3045,How to create awesome website and e-commerce in 1 hour,60,EASY,2024-10-04 09:09:00.000,2033-01-28 09:09:00.000
3046,Joomla for Beginners - Learn how to build a website with CMS,210,EASY,2024-10-04 09:10:00.000,2033-01-29 09:09:00.000
3047,Learning Drupal 8,570,EASY,2024-10-04 09:09:00.000,2033-01-30 09:09:00.000
3048,Learn How To Build a Web Application Without Coding,32,EASY,2024-10-04 09:09:00.000,2033-01-31 09:09:00.000
3049,Rock Solid Wordpress Security - Secure Web Development,90,EASY,2024-10-04 09:09:00.000,2033-02-01 09:09:00.000
3050,Mastering JavaScript,240,HARD,2024-10-04 09:09:00.000,2033-02-02 09:09:00.000
3051,PHP Laravel 5:Creating a CRUD application,33,EASY,2024-10-04 09:09:00.000,2033-02-03 09:09:00.000
3052,XQUERY :basics for beginners,38,EASY,2024-10-04 09:10:00.000,2033-02-04 09:09:00.000
3053,PHP Development with the Laravel Framework,210,EASY,2024-10-04 09:09:00.000,2033-02-05 09:09:00.000
3054,WordPress Development - Themes and Plugins Complete Guide,330,EASY,2024-10-04 09:09:00.000,2033-02-06 09:09:00.000
3055,Basic JavaScript: Build 4 Basic JavaScript Projects,270,EASY,2024-10-04 09:09:00.000,2033-02-07 09:09:00.000
3056,HTML and CSS for Beginning Web Developers,540,EASY,2024-10-04 09:09:00.000,2033-02-08 09:09:00.000
3057,Popular JavaScript Framework:Learn The Language Of Angular 2,660,EASY,2024-10-04 09:09:00.000,2033-02-09 09:09:00.000
3058,The Ultimate Guide to the Best WordPress Plugins Part 1,630,EASY,2024-10-04 09:10:00.000,2033-02-10 09:09:00.000
3059,XSLT :basics for beginners,32,EASY,2024-10-04 09:09:00.000,2033-02-11 09:09:00.000
3060,The Complete Wordpress Plugin Development Course - 8 Plugins,150,EASY,2024-10-04 09:09:00.000,2033-02-12 09:09:00.000
3061,JSON Crash Course for Beginners,38,EASY,2024-10-04 09:09:00.000,2033-02-13 09:09:00.000
3062,You can create Incredible Websites with HTML CSS learn how,150,EASY,2024-10-04 09:09:00.000,2033-02-14 09:09:00.000
3063,JavaScript Tricks how to create code projects from scratch,90,EASY,2024-10-04 09:09:00.000,2033-02-15 09:09:00.000
3064,The Sass Course! Learn Sass for Real-World Websites,210,EASY,2024-10-04 09:10:00.000,2033-02-16 09:09:00.000
3065,Web Design How to Create a Website HTML CSS Bootstrap,120,EASY,2024-10-04 09:09:00.000,2033-02-17 09:09:00.000
3066,Master Angular 4 by Example - Build 7 Awesome Apps!,480,EASY,2024-10-04 09:09:00.000,2033-02-18 09:09:00.000
3067,Create A Custom Responsive WordPress Website For A Client,270,EASY,2024-10-04 09:09:00.000,2033-02-19 09:09:00.000
3068,Mastering HTML5 Programming - The Easier Way,420,EASY,2024-10-04 09:09:00.000,2033-02-20 09:09:00.000
3069,How to Launch Your Own Website Builder Service,90,EASY,2024-10-04 09:09:00.000,2033-02-21 09:09:00.000
3070,Getting Started with HTML,90,EASY,2024-10-04 09:10:00.000,2033-02-22 09:09:00.000
3071,Spring Framework 4 (Java Enterprise JEE) with AngularJS,810,EASY,2024-10-04 09:09:00.000,2033-02-23 09:09:00.000
3072,Build A Weather App With Ajax Using Open Weather Map API,240,EASY,2024-10-04 09:09:00.000,2033-02-24 09:09:00.000
3073,Essentials of JavaScript Practice Coding Exercises Tips,120,EASY,2024-10-04 09:09:00.000,2033-02-25 09:09:00.000
3074,Learn and Earn with HTML & CSS,240,EASY,2024-10-04 09:09:00.000,2033-02-26 09:09:00.000
3075,Get started Creating Websites Everything you need provided,180,EASY,2024-10-04 09:09:00.000,2033-02-27 09:09:00.000
3076,JavaScript in Action JavaScript Projects,90,EASY,2024-10-04 09:10:00.000,2033-02-28 09:09:00.000
3077,Modern Web Development with Laravel 5.2 (PHP Framework),720,EASY,2024-10-04 09:09:00.000,2033-03-01 09:09:00.000
3078,Programming for Entrepreneurs - JavaScript,150,EASY,2024-10-04 09:09:00.000,2033-03-02 09:09:00.000
3079,Create a Website from Scratch using HTML CSS step by step,90,EASY,2024-10-04 09:09:00.000,2033-03-03 09:09:00.000
3080,Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,210,EASY,2024-10-04 09:09:00.000,2033-03-04 09:09:00.000
3081,Learn jQuery by Example Course,300,EASY,2024-10-04 09:09:00.000,2033-03-05 09:09:00.000
3082,Bootstrap 4 Theme Development Masterclass,39,EASY,2024-10-04 09:10:00.000,2033-03-06 09:09:00.000
3083,Wordpress Theme Development for Beginners,480,EASY,2024-10-04 09:09:00.000,2033-03-07 09:09:00.000
3084,Web Design Creating websites from scratch,120,EASY,2024-10-04 09:09:00.000,2033-03-08 09:09:00.000
3085,HTML Learning the Basics Intro to HTML website coding,39,EASY,2024-10-04 09:09:00.000,2033-03-09 09:09:00.000
3086,Learn how to use Javascript Components with PHP and Symfony,120,EASY,2024-10-04 09:09:00.000,2033-03-10 09:09:00.000
3087,So you think you know JavaScript?,360,EASY,2024-10-04 09:09:00.000,2033-03-11 09:09:00.000
3088,Learn Node.js by building Udemy: Stripe + MailChimp + Wistia,330,EASY,2024-10-04 09:10:00.000,2033-03-12 09:09:00.000
3089,Learn jQuery: An In-depth Course For Beginners,270,EASY,2024-10-04 09:09:00.000,2033-03-13 09:09:00.000
3090,JavaScript for Beginning Web Developers,270,EASY,2024-10-04 09:09:00.000,2033-03-14 09:09:00.000
3091,JQuery Create Overlay Popups from scratch using Jquery,150,EASY,2024-10-04 09:09:00.000,2033-03-15 09:09:00.000
3092,Vue JS 2: From Beginner to Professional,930,EASY,2024-10-04 09:09:00.000,2033-03-16 09:09:00.000
3093,Ultimate AngularJS: Build a Real-World App from Scratch,330,EASY,2024-10-04 09:09:00.000,2033-03-17 09:09:00.000
3094,Wordpress Site Migration,90,EASY,2024-10-04 09:10:00.000,2033-03-18 09:09:00.000
3095,introduction to HTML Course,120,EASY,2024-10-04 09:09:00.000,2033-03-19 09:09:00.000
3096,Create Single Page Website using Twitter Bootstrap 3,60,MEDIUM,2024-10-04 09:09:00.000,2033-03-20 09:09:00.000
3097,The All-In-One Web Development Course,1110,EASY,2024-10-04 09:09:00.000,2033-03-21 09:09:00.000
3098,Code a Responsive Website Using HTML5 and CSS for Beginners,450,EASY,2024-10-04 09:09:00.000,2033-03-22 09:09:00.000
3099,AngularJS for the Real World - Learn by creating a WebApp,420,EASY,2024-10-04 09:09:00.000,2033-03-23 09:09:00.000
3100,Wordpress Tutorial   ,90,EASY,2024-10-04 09:10:00.000,2033-03-24 09:09:00.000
3101,Create a REAL Social Network like Facebook in PHP + MySQL,990,EASY,2024-10-04 09:09:00.000,2033-03-25 09:09:00.000
3102,Advanced Node.js Development,180,HARD,2024-10-04 09:09:00.000,2033-03-26 09:09:00.000
3103,ASP.NET MVC 5 Project - Facebook Clone,300,EASY,2024-10-04 09:09:00.000,2033-03-27 09:09:00.000
3104,Bootstrap For Beginners: A  Basic Introduction,40,EASY,2024-10-04 09:09:00.000,2033-03-28 09:09:00.000
3105,jQuery for Beginners,240,EASY,2024-10-04 09:09:00.000,2033-03-29 09:09:00.000
3106,JavaScript Basics For Web Developers,60,EASY,2024-10-04 09:10:00.000,2033-03-30 09:09:00.000
3107,Learn PHP from Scratch,90,EASY,2024-10-04 09:09:00.000,2033-03-31 09:09:00.000
3108,Learn Express,90,MEDIUM,2024-10-04 09:09:00.000,2033-04-01 09:09:00.000
3109,"Build A Web App with VueJS, Spring Framework and MongoDB",210,EASY,2024-10-04 09:09:00.000,2033-04-02 09:09:00.000
3110,Zend Framework 2: Learn the PHP framework ZF2 from scratch,390,EASY,2024-10-04 09:09:00.000,2033-04-03 09:09:00.000
3111,Improved SEO with Rich Snippets and MicroData,60,MEDIUM,2024-10-04 09:09:00.000,2033-04-04 09:09:00.000
3112,X theme for WordPress: Responsive web design without code!,420,EASY,2024-10-04 09:10:00.000,2033-04-05 09:09:00.000
3113,Become a HTML and CSS Developer - Build a Responsive Site,120,EASY,2024-10-04 09:09:00.000,2033-04-06 09:09:00.000
3114,How to Make a Wordpress Website 2017,180,EASY,2024-10-04 09:09:00.000,2033-04-07 09:09:00.000
3115,Install Wordpress,40,EASY,2024-10-04 09:09:00.000,2033-04-08 09:09:00.000
3116,CSS Specialist: Comprehensive CSS Training,360,EASY,2024-10-04 09:09:00.000,2033-04-09 09:09:00.000
3117,Introduction to Laravel 4,150,EASY,2024-10-04 09:09:00.000,2033-04-10 09:09:00.000
3118,Introduction to Elm,60,MEDIUM,2024-10-04 09:10:00.000,2033-04-11 09:09:00.000
3119,Learn to Freelance with People Per hour  (URDU),36,EASY,2024-10-04 09:09:00.000,2033-04-12 09:09:00.000
3120,Learn Wordpress 4 from Scratch : Create Awesome Websites,120,EASY,2024-10-04 09:09:00.000,2033-04-13 09:09:00.000
3121,Amazon Alexa Development: From Beginner to Intermediate,150,EASY,2024-10-04 09:09:00.000,2033-04-14 09:09:00.000
3122,The Build a SAAS App with Flask Course,600,EASY,2024-10-04 09:09:00.000,2033-04-15 09:09:00.000
3123,Learn JSON with JavaScript Objects and APIs in 1 hour,60,MEDIUM,2024-10-04 09:09:00.000,2033-04-16 09:09:00.000
3124,1 Hour JavaScript,60,EASY,2024-10-04 09:10:00.000,2033-04-17 09:09:00.000
3125,Building An E-Commerce Store Using Java Spring Framework,870,EASY,2024-10-04 09:09:00.000,2033-04-18 09:09:00.000
3126,Typescript Masterclass & FREE E-Book,450,EASY,2024-10-04 09:09:00.000,2033-04-19 09:09:00.000
3127,PHP MVC Framework CodeIgniter Tutorial for Beginners Project,630,EASY,2024-10-04 09:09:00.000,2033-04-20 09:09:00.000
3128,JavaScript - Become Higly Paid Front End Developer,210,EASY,2024-10-04 09:09:00.000,2033-04-21 09:09:00.000
3129,Object Oriented Programming (OOP) in PHP - Build An OOP Site,120,EASY,2024-10-04 09:09:00.000,2033-04-22 09:09:00.000
3130,Beginners Introduction to Web Development,90,EASY,2024-10-04 09:10:00.000,2033-04-23 09:09:00.000
3131,Django + AngularJS for a Powerful Web Application,330,MEDIUM,2024-10-04 09:09:00.000,2033-04-24 09:09:00.000
3132,WordPress Academy: Learn WordPress step by step,450,EASY,2024-10-04 09:09:00.000,2033-04-25 09:09:00.000
3133,Web Development Essential Skills - Complete HTML and CSS,420,EASY,2024-10-04 09:09:00.000,2033-04-26 09:09:00.000
3134,Byte-Sized-Chunks: Closures in Javascript,120,EASY,2024-10-04 09:09:00.000,2033-04-27 09:09:00.000
3135,Laravel Account Activation Project,150,EASY,2024-10-04 09:09:00.000,2033-04-28 09:09:00.000
3136,WordPress: Create an Amazing Website With Ease,150,EASY,2024-10-04 09:10:00.000,2033-04-29 09:09:00.000
3137,Mastering the Google Chrome Developer Tools,40,EASY,2024-10-04 09:09:00.000,2033-04-30 09:09:00.000
3138,Kali Linux Web App Testing,180,EASY,2024-10-04 09:09:00.000,2033-05-01 09:09:00.000
3139,Learn Ruby Programming The Easy Way - Lite,34,EASY,2024-10-04 09:09:00.000,2033-05-02 09:09:00.000
3140,"Web Scraping with Python, Ruby & import. io",270,EASY,2024-10-04 09:09:00.000,2033-05-03 09:09:00.000
3141,Sending email with PHP: from Basic to Advanced,120,EASY,2024-10-04 09:09:00.000,2033-05-04 09:09:00.000
3142,WordPress 2016 for Beginners : Build awesome websites!,240,EASY,2024-10-04 09:10:00.000,2033-05-05 09:09:00.000
3143,Learn to make websites with Google's Material Design Lite,330,EASY,2024-10-04 09:09:00.000,2033-05-06 09:09:00.000
3144,Joomla 3 : Develop a Professional Website in 3 Simple Steps!,300,EASY,2024-10-04 09:09:00.000,2033-05-07 09:09:00.000
3145,Complete Python Web Course: Build 8 Python Web Apps,960,EASY,2024-10-04 09:09:00.000,2033-05-08 09:09:00.000
3146,Web Design for Beginners: Real World Coding in HTML & CSS,540,EASY,2024-10-04 09:09:00.000,2033-05-09 09:09:00.000
3147,Ethereum Developer: Build A Decentralised Blockchain App,210,EASY,2024-10-04 09:09:00.000,2033-05-10 09:09:00.000
3148,The Complete Web Development Course -  Build 15 Projects,4590,EASY,2024-10-04 09:10:00.000,2033-05-11 09:09:00.000
3149,Angular 2 + Rails 5 Bootcamp,540,MEDIUM,2024-10-04 09:09:00.000,2033-05-12 09:09:00.000
3150,Javascript - From Beginner to Pro-Build real world JS apps,690,EASY,2024-10-04 09:09:00.000,2033-05-13 09:09:00.000
3151,Redux in Angular (2 and 4+),90,MEDIUM,2024-10-04 09:09:00.000,2033-05-14 09:09:00.000
3152,The complete JavaScript developer: MEAN stack zero-to-hero,690,EASY,2024-10-04 09:09:00.000,2033-05-15 09:09:00.000
3153,Running a Web Development Business: The Complete Guide,1170,EASY,2024-10-04 09:09:00.000,2033-05-16 09:09:00.000
3154,Projects In JavaScript & JQuery,540,EASY,2024-10-04 09:10:00.000,2033-05-17 09:09:00.000
3155,Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,660,EASY,2024-10-04 09:09:00.000,2033-05-18 09:09:00.000
3156,"Full stack Universal React with Redux, Node js and MongoDB",300,MEDIUM,2024-10-04 09:09:00.000,2033-05-19 09:09:00.000
3157,Creating an MP3 Player with HTML5,90,EASY,2024-10-04 09:09:00.000,2033-05-20 09:09:00.000
3158,Be a Bootstrap Developer from scratch,210,EASY,2024-10-04 09:09:00.000,2033-05-21 09:09:00.000
3159,Create Your First Wordpress Site in Under an Hour,60,EASY,2024-10-04 09:09:00.000,2033-05-22 09:09:00.000
3160,Learn Coding as RF or Telecom Engineer - Build Real Program,120,EASY,2024-10-04 09:10:00.000,2033-05-23 09:09:00.000
3161,Creating FaceBook Design Using Bootstrap - Handson Project,120,EASY,2024-10-04 09:09:00.000,2033-05-24 09:09:00.000
3162,Building HTML5 Canvas projects from scratch,120,EASY,2024-10-04 09:09:00.000,2033-05-25 09:09:00.000
3163,Learn How To Become a Web Developer From Scratch,660,EASY,2024-10-04 09:09:00.000,2033-05-26 09:09:00.000
3164,"Earn Big Profits With Web Development, Simple and Easy!",90,EASY,2024-10-04 09:09:00.000,2033-05-27 09:09:00.000
3165,BDD with Ruby on Rails using RSpec 3 and Capybara,780,EASY,2024-10-04 09:09:00.000,2033-05-28 09:09:00.000
3166,Learn By Example: jQuery,420,EASY,2024-10-04 09:10:00.000,2033-05-29 09:09:00.000
3167,Professional Python Web Development Using Flask,870,EASY,2024-10-04 09:09:00.000,2033-05-30 09:09:00.000
3168,JavaScript HTML CSS Project make a Quiz Tutorial,120,EASY,2024-10-04 09:09:00.000,2033-05-31 09:09:00.000
3169,Voiceover Audio Secrets - Your Way to Top Audio Quality,150,EASY,2024-10-04 09:09:00.000,2033-06-01 09:09:00.000
3170,jQuery UI In Depth,630,EASY,2024-10-04 09:09:00.000,2033-06-02 09:09:00.000
3171,Codeless Website Development with Adobe Muse,210,EASY,2024-10-04 09:09:00.000,2033-06-03 09:09:00.000
3172,Learn To Build A Google Map App Using Angular 2,60,EASY,2024-10-04 09:10:00.000,2033-06-04 09:09:00.000
3173,Learn Reactivex From Ground Up,300,MEDIUM,2024-10-04 09:09:00.000,2033-06-05 09:09:00.000
3174,Learn HTML in 59 Minutes - Your intro to front-end dev,60,EASY,2024-10-04 09:09:00.000,2033-06-06 09:09:00.000
3175,WordPress Theme Customization 101 (for beginners),120,EASY,2024-10-04 09:09:00.000,2033-06-07 09:09:00.000
3176,Supercharging Development With Atom Text Editor,90,EASY,2024-10-04 09:09:00.000,2033-06-08 09:09:00.000
3177,Master WCF 4.0 From Scratch Using C#,420,EASY,2024-10-04 09:09:00.000,2033-06-09 09:09:00.000
3178,Drupal 7 for Beginners,150,EASY,2024-10-04 09:10:00.000,2033-06-10 09:09:00.000
3179,Critical Web Dev Skills & Tools for the Non-Tech Hustler,90,EASY,2024-10-04 09:09:00.000,2033-06-11 09:09:00.000
3180,Install WordPress on Computer using XAMPP,37,EASY,2024-10-04 09:09:00.000,2033-06-12 09:09:00.000
3181,Java Web Services Part 2,180,MEDIUM,2024-10-04 09:09:00.000,2033-06-13 09:09:00.000
3182,Complete PHP Course With Bootstrap3 CMS System & Admin Panel,1200,EASY,2024-10-04 09:09:00.000,2033-06-14 09:09:00.000
3183,Learn To Create WordPress Themes By Building 10 Projects,990,EASY,2024-10-04 09:09:00.000,2033-06-15 09:09:00.000
3184,The Complete NodeJS Course: Build a Full Business Rating App,750,EASY,2024-10-04 09:10:00.000,2033-06-16 09:09:00.000
3185,Master the MEAN Stack - Learn By Example,270,MEDIUM,2024-10-04 09:09:00.000,2033-06-17 09:09:00.000
3186,First Web Application with Spring Boot,240,EASY,2024-10-04 09:09:00.000,2033-06-18 09:09:00.000
3187,HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,510,EASY,2024-10-04 09:09:00.000,2033-06-19 09:09:00.000
3188,Backbone Tutorial: Learn Backbonejs from Scratch,330,EASY,2024-10-04 09:09:00.000,2033-06-20 09:09:00.000
