courseId,Course Title,Average Total Score
2169,Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,59.0
2170,Get Piano Skills TODAY!!! ,0.0
2171,Learn the Violin - Scales and Fundamentals,101.0
2172,Piano With Willie Building Technique with Scales Vol. 2,101.5
2173,Master Flute Playing: Intermediate Instruction Made Simple!,40.0
2174,How to Sing and Play the Guitar (at the same time),0.0
2175,"Super Beginner Guitar - start right, start awesome",13.5
2177,Rhythm to Rock Drum Lesson 5,51.5
2178,Gibson's Learn & Master Guitar,0.0
2179,Master the Trombone: Intermediate Instruction Made Simple!,0.0
2180,Walking Bass Fundamentals,0.0
2181,Circular Breathing for musicians - practical skills,138.0
2182,Electric Bass for Busy Beginners Course 1,93.66666666666669
2183,Guitar for Absolute Beginners (Class 1),0.0
2184,Tenor Banjo for Absolute Beginners,23.0
2185,Guitar Lessons - 50 Essential Fast Legato Licks,73.0
2187,Aprende batería con el nuevo método IDT,84.0
2190,Curso de Violão Popular,115.5
2191,Aprendiendo Piano: Ejercicios de calentamiento,116.0
2195,Super-Curso de Guitarra Práctico Para Principiantes,0.0
2196,Explosão Pentatônica,0.0
2197,Complete Beginners Introduction to Guitar,90.0
2198,Learn 10 Scottish Tunes Piano Easy Level,120.0
2201,Piano Lessons for Beginners: Play the Piano AND Read Music!,0.0
2202,Master the Tuba - Intermediate Instruction Made Simple!,124.0
2204,Advanced Flute Studies - Learn to Master the Flute!​,53.66666666666666
2205,Alternate Picking Speed & Accuracy,66.0
2206,"Master the Euphonium with Simple, Intermediate Instruction!",119.0
2207,Master the Clarinet: Intermediate Instruction Made Simple!,93.0
2208,Advanced Clarinet Studies - Learn to Master the Clarinet!,0.0
2209,Aprende a tocar ritmo pop en el piano y teclado,67.75
2210,Aprendiendo Piano: Tocando piezas populares Vol.II,148.0
2211,Comment jouer du Pianoforte,63.0
2212,Aprende a tocar blues en el piano y teclado,87.66666666666667
2214,Suonare la Chitarra,178.0
2215,Aprende todos los secretos de la guitarra flamenca,136.0
2216,こどもギターレッスン　リトルギタリストⅠ,77.0
2217,Aprende cómo tocar el Bajo Sexto,80.5
2218,Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,152.0
2219,Sistema Completo De Guitarra Rítmica Para Principiantes,0.0
2221,"Learn Piano with Beyer, 15 Minutes Challenge",50.0
2223,Blues Accelerator - 21 Days to Blues Guitar Mastery,97.0
2224,Alto Saxophone Lessons For Beginners,0.0
2225,Instant Harmonica - Christmas; play Jingle Bells part 2 now!,67.33333333333333
2226,Piano With Willie: Jazz & Gospel Exercises,49.0
2227,Bending the blue notes to give you killer sound on harmonica,67.5
2228,"Beginner's Guitar: Tuning, Strumming, and Chords!",91.0
2229,Instant Harmonica - play The Lion Sleeps Tonight - today!,108.0
2231,Instant Bodhran - part two; learning further drumming skills,54.0
2233,Rhythm to Rock Drum Lessons,0.0
2234,Learn to play and improve 12 bar blues harmonica solos,187.0
2235,Learn to improvise on your harmonica - in nice easy steps,91.0
2236,Learning Electric Guitar for Absolute Beginners,0.0
2237,Advanced Bassoon Studies - Learn to Master the Bassoon!​,98.33333333333331
2238,Blues Guitar Lessons: Play Like the Greats - All Levels,64.5
2239,Instant Harmonica - play Whiskey in the Jar + Molly Malone!,0.0
2241,Electric Bass Right From The Start,126.66666666666669
2242,Beginner Guitar Essentials,153.0
2243,Advanced Tuba Studies - Become a Master of the Tuba!​,0.0
2244,'Greensleeves' Creative Piano Lessons Course,41.5
2245,Rhythm to Rock Drum Lesson 4,0.0
2246,Hands On Guitar: Beyond Beginner,134.0
2247,Instant harmonica - play Auld Lang Syne the neet (tonight)!,117.33333333333331
2249,The Ultimate Method for Learning Modern Piano & Keyboards,36.5
2250,Master the Bassoon - Intermediate Instruction Made Simple!,105.0
2252,Instant Harmonica - play this classic GAME OF THRONES theme!,118.5
2253,"Trumpet Solos: Learn how to Perform Three Fun, Unique Pieces",160.0
2254,Learn 4 Vital things that will make your DRUM PLAYING EASIER,53.0
2255,Sax Solos: Learn how to Perform Three Fun and Unique Pieces!,83.5
2258,Aprende a tocar la guitarra,156.0
2259,Aprende a tocar el piano desde cero,81.66666666666667
2260,Aprende a tocar el clarinete.  ,181.0
2261,Ahora aprende a tocar jazz en el piano,123.75
2262,こどもギターレッスン　リトルギタリストⅡ,126.0
2263,Aprende a tocar el contrabajo sin complicaciones,145.0
2264,Aprende a tocar la guitarra eléctrica,64.0
2265,Aprende a improvisar en la guitarra eléctrica,0.0
2266,Curso de Teclado,0.0
2267,Guitarra Acústica en Siete Días,53.0
2268,improvisación de Guitarra,57.333333333333336
2269,Step by Step Classical Guitar Course,120.33333333333331
2270,Piano With Willie Building Technique with Scales Vol. 4,79.0
2271,Back In Black the AC/DC Classic Rock Track,117.0
2272,Keyboard Basics,116.0
2273,Beginner Guitar Lessons,0.0
2274,Guitar Fundamentals for Beginners,92.0
2276,Learn Piano: The Basics of Keyboards,32.0
2277,Bassoon Pro Series - You're going to love practicing Bassoon,0.0
2278,Acoustic Guitar Lessons For Beginners,0.0
2281,30 Day Guitar Jump Start for Success,0.0
2285,Instant harmonica - play Adele's wonderful 'Hello' today!,87.0
2286,Guitar Strumming 101 - Have More Fun Playing Songs You Love,48.0
2289,Guitar Lessons - Economy Picking Essentials,60.0
2290,Blues Guitar Lessons - Blues Guitar - Robert Johnson,86.6
2291,TAKE NOTE BEGINNER CLARINET!  –  Fun with Fundamental Skills,151.0
2292,Learn to Play Irish Fiddle,50.0
2293,Hands-On Guitar: The Beginner's Guide,0.0
2294,Slap Bass For Beginners,102.0
2295,Piano Lessons for Beginners Made Easy,0.0
2297,Instant Harmonica - play the Irish tune Whiskey in the Jar!,117.5
2298,Didgeridoo - from zero to HERO! Part Three. Advanced level.,74.66666666666667
2301,Guitar Lessons - Two Handed Tapping Essentials,156.0
2302,Clarinet Pro Series - Fall in love with the Clarinet,74.0
2303,Advanced Trumpet Studies - Learn to Master the Trumpet!​,130.0
2304,Poldark TV series Soundtracks for Piano-Quicklessons,91.5
2305,Master the Saxophone: Intermediate Instruction Made Simple!,66.66666666666667
2306,You Can Play Jazz Saxophone,72.0
2307,Improvise Puccini´s 'E Lucevan le Stelle on Piano,0.0
2308,Building Up To Barre Chords,52.0
2309,Learn the Violin - Bowing Techniques,105.0
2312,Play the Jews Harp - instant skills for non musicians.,68.5
2313,Master Trumpet Playing: Intermediate Instruction Made Simple,75.0
2315,Instant harmonica - enjoy playing Silent Night tonight!,63.0
2316,HARP&SOUL  |  Learn the Secrets of the Harmonica,0.0
2317,"Play Leyenda, Canarios, and Bach on Classical Guitar",51.5
2318,Instant Harmonica - play the cool tune Dirty Old Town now!,49.0
2319,Ultimate Beginner Guitar Guide - Both Acoustic & Electric ,64.0
2322,Introduction to Lead Guitar,0.0
2323,Piano With Willie: Basics of Improvisation,0.0
2324,Euphonium Pro Series - Fall in love with the Euphonium,77.5
2326,Master the French Horn: Intermediate Instruction Made Simple,0.0
2327,Classical Guitar Technique: 80/20,68.0
2330,Aprende a tocar Guitarra RAPIDO y FACIL con Guitarsimple,0.0
2334,Sevillanas con Castañuelas - Baile y toque al mismo tiempo,86.0
2335,見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ,0.0
2336,【すぐに覚える！】ASALATO-アサラト(打楽器)初心者向け入門講座,0.0
2337,Aprende a Tocar Teclado - Piano,33.5
2338,Castañuelas por Sevillanas - Curso del toque de castañuelas,116.5
2340,Aprende a tocar Música Cristiana en el piano y teclado,114.0
2341,Easy Guitar Songwriting And Harmony,149.0
2342,How to play easy tunes on the harmonica - just the basics,0.0
2343,Rhythm to Rock Drum Lessons 2,178.0
2344,Instant Harmonica - play Over the Rainbow + Skye Boat now!,0.0
2345,Bagpipe Instruction For Beginners,0.0
2346,"Flute Solos: Learn how to Perform Three Fun, Unique Pieces",95.0
2347,Rhythm to Rock Drum Lessons 3,97.0
2348,Guitar Lessons - Sweep Picking Arpeggio Essentials,0.0
2349,Painless Piano!,117.5
2352,Pop and Jazz Keyboards and Harmony (beginner level),0.0
2353,Starting to play the blues on your harmonica in easy steps ,49.0
2354,Learn the Viola - Scales and Fundamentals,0.0
2357,Piano Building Blocks: Learn Chord Additions & Variations,121.0
2360,Instant Harmonica - play When the Saints on harmonica now!,43.0
2361,Strumming the Guitar - 5 Lessons on Strum Patterns,184.0
2362,Learn Piano Online-Keys to the Keyboard,49.0
2363,Ukulele Lessons For Beginners - Fast Track Your Learning,115.0
2364,Blues Guitar Lessons - Ragtime Blues Guitar,33.0
2365,Getting Started with Power Chords,132.0
2366,Blues Master - Professional Techniques Piano Course,36.0
2368,Flute Lessons For Beginners,118.0
2369,Guitar for Christmas!,65.0
2370,Learn Piano Online-Nocturnal Piano Solo,57.0
2371,Guitar Chords and Basic Strumming,111.0
2372,Getting Started on the Acoustic Guitar,57.0
2374,Saxophone Essentials: Beginners Course,80.0
2376,88 Logic - The Essential Guide To Learning Piano,136.0
2377,Tuba Solos: Learn how to Perform Three Fun and Unique Pieces,0.0
2378,Instant Harmonica - play Dylan's Like a Rolling Stone now!,68.33333333333333
2379,Advanced Oboe Studies - Become a Master Oboist!​,124.66666666666669
2381,Jazz piano improvisation: The girl form Ipanema. Bossa nova,76.0
2382,Drum Lessons For Beginners,141.0
2383,Piano With Willie: Jazz Kids - Vol 3,58.0
2384,Quick Piano Lessons - Tutorials for Drake's Greatest Hits,130.5
2385,"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15",116.25
2386,Guitar - Rock - Beginner with Marc Seal,81.0
2387,"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!",0.0
2388,Bluegrass Guitar Essentials: Webisodes 11 & 12,83.0
2389,Advanced Horn Studies - Learn to Master the French Horn!​,38.5
2390,Learn To Play Guitar Complete Beginners Quick Start,121.0
2392,Instant Harmonica - play the old Popeye Spinach song now !,84.33333333333333
2393,Piano With Willie: Jazz Kids - Vol 2,124.5
2394,Practice guitar with no previous experience and become a pro,57.0
2395,The Music Coach Online Spirit Drum Course,65.0
2396,Make Electronic Music with the iPad,129.5
2399,Major Scales and Modes for Chromatic Harmonica,105.33333333333331
2400,Play Guitar with Rhythm - 5 Easy Lessons,75.5
2402,Coaching Bundle: Guitar for Music Educators: Part 2,0.0
2403,Ukulele 3:  Intermediate,0.0
2404,Beginners Guitar Course - 'Try it and love it method,30.0
2405,Coaching Course: Rhythm Instruction for Music Educators P1,24.0
2406,Learn Pirates of the Caribbean by Ear on the Piano,91.0
2407,Coaching Course: Rhythm Instruction for Music Educators P2,68.33333333333333
2408,4 Week Rhythm Mastery,114.0
2410,Learn Vikings Soundtracks on the Piano by Ear,150.0
2411,Learn to Play Piano Like a Pro - Easy Piano Course 1,116.0
2412,ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,47.0
2413,Instant Harmonica - play 12 bar blues Big Walter style now!,60.5
2415,Spice up your playing with some easy Flamenco techniques! ,61.5
2416,Beginners Guide to Playing Guitar - Step-by-step System,0.0
2417,Guitar Kick Start,141.0
2419,Funk Rhythm Guitar Techniques,68.0
2421,Learn to play the Bouzouki - Greek Bouzouki Lessons,94.0
2422,Guitar Looper Basic Training,0.0
2425,Learn to Play Sweet Child of Mine,91.0
2426,Bluegrass Guitar Essentials: Webisodes 1 & 2,0.0
2428,What you can learn before Piano Lessons,128.0
2429,Learn to Play Tabla - The Indian drums,110.0
2430,Gitarre spielen wie die Profis,40.0
2431,Curso de piano 101 - Tocando partituras y acordes -,116.0
2432,Sintetizadores e Síntese Subtrativa,0.0
2435,Curso de ejercicios técnicos al piano Vol.1,56.5
2436,Aprende escalas y arpegios Vol.2 : Modo menor,0.0
2437,Instant Harmonica - play Blowing in the Wind + Popeye theme!,66.6
2438,Instant Harmonica - play jazzy Autumn Leaves now (part one),36.5
2439,Trumpet Lessons For Beginners,0.0
2440,Guitar - Rock - Beginner/Intermediate with Marc Seal,116.0
2443,How to Play Dan Fogelberg Songs on Guitar,0.0
2445,Instant Harmonica - play jazzy Autumn Leaves now (part two),103.0
2446,Jazz Guitar Reharmonization for Autumn Leaves,0.0
2449,Instant Harmonica - play Summertime + Drunken Sailor now!,50.333333333333336
2451,Piano With Willie: Piano Chords Vol. 2,103.0
2453,Classical Guitar Finger-Picking: Right Hand Arpeggios,89.5
2454,"Rapidly Learn & Master Acoustic Guitar, Classic Fingerstyle",39.0
2457,Violin lessons for beginners,92.0
2459,"Learn Guitar The Easy Way, It's Faster",0.0
2460,Learn Oud 2,0.0
2461,The Essentials of Acoustic Guitar Strumming Patterns,60.0
2465,Instant Harmonica - play Summertime in 8 fun & easy lessons,111.5
2466,Learn to Play the Tuba: Beginner to Pro in Under Five Hours!,73.0
2468,Learn Basics of South Indian Carnatic Flute - Level 2,95.0
2470,Bones of the Blues - learn 4 cool tunes to expert level now!,132.66666666666666
2471,GUITAR #1: Beginner Basics and Beyond,83.0
2472,Pure Modal Magic: The Complete Guitar Modes Solution,54.0
2473,Aprende diferentes ritmos con la guitarra rítmica,61.66666666666666
2475,Aprende a tocar el bajo eléctrico ,0.0
2476,Aprende todos los secretos de la salsa para piano,151.0
2477,Aprende a tocar ritmos latinos en el teclado,82.0
2478,Ukulele lernen für Papas mit Aram sam sam,64.5
2480,Curso de guitarra para principiantes.,134.5
2481,Aprende a tocar Jazz y Ritmos Latinos en la guitarra,123.0
2483,Aprende a tocar la flauta dulce de forma sencilla y gradual,64.0
2484,"Aprende a tocar jazz, salsa y blues en el piano",146.5
2485,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,43.0
2486,Learning Dynamic Website Design - PHP MySQL and JavaScript,0.0
2489,Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015,0.0
2491,Build Your Own Backend REST API using Django REST Framework,65.33333333333333
2492,Angular and Firebase - Build a Web App with Typescript,93.66666666666669
2493,Web Development Masterclass - Complete Certificate Course,80.0
2494,Spring Boot Tutorial For Beginners,0.0
2498,HTML Tutorial: HTML & CSS for Beginners,100.33333333333331
2501,Introduction to Web Development: HTML,59.0
2502,Web Site for Beginners - Learn Web Building like knitting,102.5
2503,How To Make A Wordpress Website 2017 - Divi Theme Tutorial,99.33333333333331
2504,Web Programming with Python,95.0
2505,PHP Login and Registration System - Email Confirm Activation,129.0
2506,PSD to Responsive HTML5: Beginner to Advanced,80.33333333333333
2507,Ultimate Web Developer Course Build 10 Websites from Scratch,35.0
2508,Rapid Website Design with Bootstrap,134.5
2509,Build Enterprise Applications with Angular 2 (and Angular 4),153.0
2510,Angular 4 (2+) Crash Course for Beginners,0.0
2512,"Beginner API development in Node, Express, ES6, & MongoDB",22.0
2514,Web Development w/ Google’s Go (golang) Programming Language,91.0
2516,The Complete WordPress Website Business Course,0.0
2517,The Complete HTML and CSS Course For Beginners,86.0
2519,Advanced Javascript,66.33333333333333
2520,Dissecting Ruby on Rails 5 - Become a Professional Developer,120.0
2521,The Complete Wordpress Course - Build Your Own Website Today,59.0
2522,JQuery Essentials core training for Dynamic Interactive web,82.0
2523,Node.js: The Essentials + API Frameworks Express KOA Sails,114.5
2524,The Complete PHP Bootcamp Course With Video Sharing Project,0.0
2525,Build a Single Page Application with jQuery & AJAX,116.0
2526,Practical CSS Website Development: Crash Course ,91.0
2531,Step-by-step HTML and CSS for Absolute Beginners,0.0
2532,Angular 4 Development Decoded,0.0
2533,Javascript ES6! A Complete Reference Guide to Javascript ES6,125.0
2535,Learn Python and Django: Payment Processing,101.0
2536,Code your first Website using HTML & CSS: Project Learning,95.0
2537,"React.js: Building Production Ready Apps, Start to Finish",93.0
2538,Learn Object Oriented Programming PHP fundamentals bootcamp,81.0
2539,Javascript Intermediate level 2 - Mastering Functions,26.33333333333333
2540,1 Hour CSS,0.0
2541,"Become a Full Stack Developer with Spring, AWS and Stripe",65.0
2544,"Complete AJAX Using Bootstrap, PHP From Basic To Advanced.",166.0
2545,Complete Wordpress Theme Development Course,98.5
2547,Build A Web App With Spring Framework and Angular 2,23.0
2548,Projects in Laravel: Learn Laravel Building 10 Projects,0.0
2549,Javascript Intermediate level 3 - JSON,144.0
2550,Develop Your First App in an Hour,0.0
2551,PHP: Ultimate guide to PHP for everyone,0.0
2552,JavaScript DOM Dynamic Web interactive content Boot Camp,108.0
2553,"Master JavaScript Programming, 3 Projects Included !!",64.0
2555,Complete Codeigniter: From Beginner to Advanced,41.0
2557,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",0.0
2558,Complete React JS web developer with ES6 - Build 10 projects,110.66666666666669
2559,Complete WordPress Theme Developer Course With Bootstrap,0.0
2560,The Complete Ethical Hacking Course 2.0: Python & Kali Linux,62.0
2561,Dynamic JavaScript Master Class AJAX JSON Simple APIs,60.0
2562,Vue JS - Mastering Web Apps,0.0
2563,Angular NgRx Store Masterclass - Covers Angular 4,76.25
2564,JavaScript the Basics - JavaScript for Beginners,132.0
2565,"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",123.5
2566,"Learn SVG Animation - With HTML, CSS & Javascript",79.0
2569,CSS Development (with CSS3!),172.0
2571,The Docker for DevOps course: From development to production,172.0
2573,Learn Angular 2 Development By Building 12 Apps,130.0
2574,"Server API Development in Swift, Kitura, & Bluemix",87.5
2576,RxJs & Reactive Programming Angular Masterclass - Angular 4,103.0
2578,React and Flux Web Development for Beginners,0.0
2579,The Full Stack Web Development,0.0
2580,Learn Nodejs by building 12 projects,0.0
2581,How to Make an Online Portfolio Website from Scratch ,0.0
2582,How To Make A Web Page With No Code,0.0
2583,Spring Framework 4 And Dependency Injection For Beginners,104.5
2584,Joomla 3 - The Basics,163.0
2585,jQuery in Action: Build 8 jQuery Projects,72.0
2586,Master WordPress Plugins: Shortcodes Ultimate - The Basics,0.0
2587,ASP.NET C# - Enterprise Web Systems From Novice to Expert,115.0
2588,Wordpress - Create an Outstanding Website in 2 hours,118.0
2589,Complete Website & CMS in PHP & MySQL From Scratch!,70.5
2590,The Complete Web Development Tutorial Using React and Redux,113.6
2592,HTML & CSS From Scratch in 30 Days,142.0
2593,Getting Started with Craft CMS,89.0
2594,JavaScript For Absolute Beginners - Level One,160.0
2596,Web Design for Web Developers: Build Beautiful Websites!,96.66666666666669
2597,"Learn Rails: Quickly Code, Style and Launch 4 Web Apps",68.33333333333333
2600,Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML,114.0
2602,Practical Guide to Web Development,39.0
2604,HTML & CSS for beginners: Build 3 projects from scratch,123.0
2607,Master ExpressJS to Build Web Apps with NodeJS&JavaScript,65.0
2608,Learn XML Crash Course: Discover Essential XML Fundamentals ,122.0
2609,HTML5 CSS3 JQUERY Single Page Website Project from Scratch,0.0
2610,Scrape Websites using PhantomJS and CasperJS,138.0
2611,Amazon s3 Mastery - THE How-To' Guides For Amazon S3,74.0
2613,EMMET Faster HTML & CSS workflow - Best Tool For Developers ,156.0
2615,AngularJS For ASP.NET MVC Developers,124.0
2616,Serverless Workflow Management with AWS Step Functions,39.0
2617,How to set up a Web Server From Scratch to One Fully Managed,38.0
2618,The Complete PHP MySQL Professional Course with 5 Projects,36.0
2620,Become a Professional Web Developer | Version 3.0,120.0
2621,Build Incredible Chatbots,0.0
2622,Try Django 1.10 | Create a URL Shortening Service,87.0
2623,Projects in CSS,89.0
2624,Ruby on Rails: Training and Skills to Build Web Applications,100.0
2625,Learn and Understand React,48.66666666666666
2626,Learn Javascript & JQuery From Scratch,112.0
2627,Learn to use JSON,126.66666666666669
2628,The Ultimate Web Developer How To Guide,0.0
2629,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",146.0
2630,jQuery Crash Course: Learn the Essentials of jQuery Fast,0.0
2631,Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS,94.0
2633,JavaScript For Beginners : Learn JavaScript From Scratch,127.0
2634,Mastering 'Native CSS Shapes To Build Modern Web Pages,123.0
2635,WordPress Development For Beginners,83.0
2636,WordPress local server setup and site migration online,95.0
2637,PHP Fundamentals - Start Earning The Top Dollars You Deserve,74.0
2638,Interactive Dynamic JavaScript for beginners DOM,163.0
2639,Javascript Intermediate level 1 - Mastering the DOM,181.0
2640,Sublime Text for Rapid Web Development,61.5
2641,Servlets and JSPs Tutorial: Learn Web Applications With Java,78.0
2642,Projects in PHP and MySQL,167.0
2644,React Redux React-Router: From Beginner to Paid Professional,0.0
2646,"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",0.0
2647,"Build An Online Bank With Java, Angular 2, Spring and More",64.0
2649,Projects in AngularJS - Learn by building 10 Projects,117.5
2650,The Ultimate Vue JS 2 Developers Course,186.0
2651,React JS - Build real world JS apps & deploy on cloud,118.0
2652,Angular 4 Front To Back,32.5
2653,"Modern Web Development with SASS, Gulp, NPM & Web Workflows",0.0
2654,"HTML5, CSS3 And JavaScript Fundamentals 2016",147.0
2658,HTML and HTML5 For Beginners 2016,61.66666666666666
2659,A Very Complete Introduction To Laravel,130.0
2660,"Learn to code, Become a Web Developer and Master JavaScript!",54.0
2661,Serverless Architecture on Amazon Web Services,114.0
2662,jQuery Essentials: Learn the Fundamental of jQuery,0.0
2663,Expert Guide : Mastering Functions in JavaScript !,137.66666666666666
2666,HTML5 and CSS3 for beginners: Create a Website from Scratch,126.0
2668,jQuery Fundamentals Powerful Bootcamp for beginners,51.0
2669,The Complete HTML & CSS Course - From Novice To Professional,123.5
2671,Bootstrap unleash the power faster & easier web development,87.8
2672,JavaScript Design Patterns: 20 Patterns for Expert Code,0.0
2673,Fix Google's New 'Not Secure' Warning with Let's Encrypt!,0.0
2674,JavaScript for Beginners Welcome to learning JavaScript,123.0
2675,Benefits of Thinking Mobile First Future of Website Design,65.0
2676,Javascript from Beginner to Advanced Level,76.0
2680,The Bubble Course - Create Complete Web Apps without Coding,145.0
2681,The Complete HTML5 & CSS3 Course Build Professional Websites,101.0
2682,CSS Web Development Crash Course,140.0
2683,Mastering DevOps,83.5
2684,Building Websites Create a fully functional Web contact form,117.0
2686,A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course,0.0
2687,HTML Workshop,157.0
2688,Python for Beginners: Python Programming Language | Tutorial,36.0
2690,Bootstrap 4: Exploring New Features,45.5
2691,Bootstrap 3 -> Profitable WordPress Theme Development!,96.0
2692,Intro to Git,105.0
2695,Using Modern JavaScript Today,136.0
2696,Up and Running with jQuery,104.0
2697,Learn How To Build A Professional Web Site By Using Joomla,0.0
2699,Node Package Manager Course: Build and Publish NPM Modules,63.0
2700,WordPress Look and Feel with Themes,115.0
2703,The Complete Web Developer Bootcamp - Beginner to Expert,45.333333333333336
2705,Angular 4: From Theory to Practice & FREE E-Book,0.0
2706,The Complete Sass & SCSS Course: From Beginner to Advanced,17.0
2707,Become a Certified Web Developer,50.5
2709,Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,138.0
2710,The Ultimate Beginner's Guide to Django,104.0
2711,React JS - Mastering Redux,76.66666666666667
2712,Professional Ruby on Rails Developer with Rails 5,130.0
2713,"Ruby on Rails 5 - BDD, RSpec and Capybara",49.5
2714,Back to School Web Development and Programming Bundle,78.0
2715,Complete ASP NET MVC Web Development - Newbie to Ninja!,43.66666666666666
2717,All about NodeJS,89.0
2718,How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,68.0
2719,The Complete jQuery Course - From Beginner to Professional!,23.0
2720,Build a complete Fiverr clone with Node + Algolia + Paypal,95.66666666666669
2721,The Ultimate Web Development Course,0.0
2722,React From The Ground Up,0.0
2723,Javascript for Beginners Learn by Doing Practical Exercises,83.0
2724,8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive ,94.0
2726,How To Make an eCommerce Website With Wordpress 2017,13.0
2727,Mastering ASP.NET MVC 5 From Scratch Using C#,155.0
2729,Learn to Build Websites using Twitter Bootstrap,112.5
2730,Web Development Tools the Pros Use: Code Productivity Hacks,74.5
2731,WordPress : An Overview,77.0
2732,Create Startup Landing Page with Viral Marketing Strategies,0.0
2733,JavaScript : JavaScript Awesomeness,112.0
2734,Mastering CSS 3.0 Selectors,0.0
2736,Learn HTML and CSS to make a Website,81.0
2737,1 Hour HTML,103.0
2738,Angular 2 Crash Course with TypeScript,98.0
2739,Boost your website speed without any coding!,99.75
2740,Professional Rails Code Along,15.0
2741,ASP.NET Web API 2 Hands-On,123.0
2742,Create a MEAN App by Example - Full Stack Course,132.0
2743,The Original Complete Web Developer Course.,53.25
2744,Angular 2 From The Ground Up,23.0
2745,Complete Web Development Course + Building 5 Websites!,91.33333333333331
2747,Sass: From Beginner to Advanced,76.0
2748,Build Flat Responsive Website from Scratch - Complete Course,164.33333333333334
2749,Wordpress for Beginners - Build a Live Website from Scratch,59.5
2751,The Pro Ruby on Rails Starter,41.0
2752,Unit Testing AngularJS: Build Bugfree Apps That Always Work!,71.0
2754,Introduction to HTML5 Canvas basics of drawing,147.0
2755,"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",126.0
2756,Kids Coding - Beginners CSS,8.5
2757,PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,68.33333333333333
2758,Learning Path: Magento: Master and Test Magento 2 with Ease,0.0
2759,The Complete hapiJS Course - Go From Beginner To Advanced!,0.0
2760,Ruby On Rails For Web Development,147.0
2762,Become A Web Developer And Seller - Build Websites With HTML,105.0
2764,HTML Tutorials : HTML Code for Website Creating,96.33333333333331
2765,Complete HTML5 and CSS3 Course +1 Start to Finish Project,40.0
2767,HTML5 Specialist: Comprehensive HTML5 Training,65.0
2768,CSS and CSS3 For Absolute Beginners,91.0
2769,Build a Complete JQuery Plugin (Image Pop-up Dialog),92.0
2770,How to create HTML Forms,0.0
2771,ReactJS and Flux: Learn By Building 10 Projects,0.0
2772,How To Make A Business Website In 1 Day With Wix FAST & EASY,101.0
2773,PHP Date and Time Course by Edwin Diaz,58.0
2775,Hit the ground running with AngularJS with Dion Yang,0.0
2776,Learn CSS Transition and Animation ,84.8
2778,WordPress for Beginners - Tutorial - From Novice to Know-How,0.0
2780,Learn Ruby on Rails for Absolute Beginners,141.0
2782,Shopping Cart Website from Scratch Ecommerce,0.0
2783,Learn By Example: Angular JS,0.0
2784,The Complete front end web developer Bootcamp - 14 projects,74.0
2785,WordPress LMS: E-Learning Website Made Easy,129.0
2786,Create An HTML5 Video Player From Scratch,114.0
2787,In Depth Web Development Made Easy,144.0
2788,Jquery :basics for beginners,63.0
2789,Web Development By Doing: HTML / CSS From Scratch,95.25
2790,Build Your First Website in 1 Week with HTML5 and CSS3,93.0
2791,"ASP.NET Core MVC, Quick and Practical",41.0
2792,Better way towards CSS using Less and Sass,83.0
2793,JavaScript Complete for beginners with real world Apps,111.0
2795,Angular 2 Demystified,39.66666666666666
2796,Learn HTML Fast and Easy!,117.0
2797,How To Setup a Micro-Blog in 3 Easy Steps,0.0
2798,Ruby on Rails for Complete Beginners,32.0
2799,Wordpress for Non-Technical People,119.0
2801,Introductory JavaScript Made Easy Training Tutorial,91.0
2803,Complete RESPONSIVE Website Design with HTML5 & CSS3,73.0
2805,Inspirational Web Development - A Beginner Approach -,41.0
2806,"Learn HTML, A practical guide from scratch to HTML 5",141.0
2807,JavaScript Tutorial: Learn JavaScript Code for Beginners,160.0
2810,PHP for Beginners: How to Build an E-Commerce Store,101.0
2811,"Build Realtime Apps | React Js, Golang & RethinkDB",75.0
2814,Mastering Micro Services Using Java Spring Boot,0.0
2815,How to Create A Website: An HTML Tutorial and CSS Tutorial,72.0
2816,The Advanced Web Developer Course,122.0
2822,Email Marketing: Send Unlimited Emails via Own Mail Server,172.0
2824,Learn the basics of the Web development: Coding Tactics,101.5
2826,Learn AngularJS Step By Step,49.5
2828,Master Regular Expressions from scratch - All languages,0.0
2829,Try AngularJS: Beginner's Guide to Front End Web Development,0.0
